,,,10,0.9,0.005,0.5,250
-57.6,17,20712,,,,,
-54.3,14,20723,,,,,
-57,14,20733,,,,,
-57,14,20744,,,,,
-57,14,20755,,,,,
-58.4,15,20765,,,,,
-61.7,18,20777,,,,,
-59,18,20788,,,,,
-59,18,20798,,,,,
-59,18,20809,,,,,
-59,18,20820,,,,,
-57.6,17,20830,,,,,
-58.5,17,20841,,,,,
-57.1,16,20852,,,,,
-56.6,15,20862,,,,,
-57.5,15,20873,,,,,
-57.5,15,20883,,,,,
-57.5,15,20894,,,,,
-57.5,15,20905,,,,,
-53.3,12,20916,,,,,
-60.2,15,20926,,,,,
-57.5,15,20937,,,,,
200.8,15,20959,,,,,
-57.5,15,20969,,,,,
-57.5,15,20980,,,,,
-53.3,12,20991,,,,,
-56,12,21001,,,,,
-56,12,21012,,,,,
-56,12,21022,,,,,
-56,12,21033,,,,,
-56,12,21044,,,,,
-56,12,21055,,,,,
-57.4,13,21065,,,,,
-56.5,13,21076,,,,,
-56.5,13,21087,,,,,
-56.5,13,21098,,,,,
-50.9,9,21109,,,,,
-54.5,9,21119,,,,,
-65.7,17,21130,,,,,
-61.3,19,21140,,,,,
-59.5,19,21151,,,,,
-59.5,19,21161,,,,,
-74.9,30,21172,,,,,
-65,30,21182,,,,,
-51,20,21193,,,,,
-60,20,21203,,,,,
-58.6,19,21215,,,,,
-59.5,19,21225,,,,,
-59.5,19,21236,,,,,
-65.1,23,21247,,,,,
-62.9,24,21257,,,,,
-60.6,23,21267,,,,,
-62.9,24,21278,,,,,
-60.6,23,21288,,,,,
-61.5,23,21299,,,,,
-51.7,16,21310,,,,,
-58,16,21321,,,,,
-58,16,21331,,,,,
-58,16,21341,,,,,
-58,16,21352,,,,,
-58,16,21362,,,,,
-58,16,21373,,,,,
-58,16,21383,,,,,
-56.6,15,21394,,,,,
-57.5,15,21405,,,,,
-57.5,15,21415,,,,,
-54.7,13,21425,,,,,
-66.3,20,21436,,,,,
-64.2,23,21446,,,,,
-55.9,19,21456,,,,,
-59.5,19,21467,,,,,
-59.5,19,21477,,,,,
-59.5,19,21488,,,,,
-59.5,19,21498,,,,,
-58.1,18,21509,,,,,
-71.6,27,21519,,,,,
-64.9,28,21530,,,,,
-59.8,25,21541,,,,,
-62.5,25,21551,,,,,
-51.3,17,21561,,,,,
-58.5,17,21572,,,,,
-58.5,17,21582,,,,,
-57.1,16,21593,,,,,
-58,16,21604,,,,,
-52.4,12,21615,,,,,
-61.6,16,21625,,,,,
-59.4,17,21636,,,,,
-58.5,17,21646,,,,,
-57.1,16,21657,,,,,
-58,16,21668,,,,,
-58,16,21678,,,,,
-52.4,12,21689,,,,,
-56,12,21699,,,,,
-56,12,21710,,,,,
-61.6,16,21720,,,,,
-69.2,24,21730,,,,,
-66.2,27,21741,,,,,
-48.1,16,21751,,,,,
-55.2,14,21762,,,,,
-54.2,12,21773,,,,,
-56,12,21784,,,,,
-64.4,18,21794,,,,,
-59,18,21805,,,,,
-59,18,21815,,,,,
-59,18,21825,,,,,
-57.6,17,21836,,,,,
-58.5,17,21846,,,,,
-55.7,15,21857,,,,,
-61.7,18,21868,,,,,
-59,18,21879,,,,,
-59,18,21889,,,,,
-59,18,21900,,,,,
-59,18,21910,,,,,
-70.2,26,21921,,,,,
-61.6,25,21931,,,,,
-62.5,25,21941,,,,,
-52.7,18,21952,,,,,
-59,18,21963,,,,,
-59,18,21973,,,,,
-59,18,21984,,,,,
-59,18,21995,,,,,
-59,18,22005,,,,,
-59,18,22016,,,,,
-59,18,22026,,,,,
-59,18,22036,,,,,
-53.4,14,22047,,,,,
-68.2,22,22058,,,,,
-61,22,22068,,,,,
-66.6,26,22078,,,,,
-71.4,32,22089,,,,,
-66,32,22099,,,,,
-52,22,22110,,,,,
-49.8,14,22120,,,,,
-54.2,12,22130,,,,,
-60.2,15,22141,,,,,
-58.9,16,22152,,,,,
-58,16,22162,,,,,
-58,16,22173,,,,,
-58,16,22187,,,,,
-58,16,22197,,,,,
-53.8,13,22208,,,,,
-60.7,16,22218,,,,,
-56.6,15,22228,,,,,
-58.9,16,22239,,,,,
-58,16,22249,,,,,
-58,16,22260,,,,,
-58,16,22270,,,,,
-53.8,13,22281,,,,,
-56.5,13,22291,,,,,
-55.1,12,22302,,,,,
-56,12,22312,,,,,
-56,12,22323,,,,,
-56,12,22334,,,,,
-56,12,22344,,,,,
-72.8,24,22355,,,,,
-45.2,12,22366,,,,,
-65.8,19,22376,,,,,
-60.9,20,22387,,,,,
-60,20,22398,,,,,
-58.6,19,22408,,,,,
-59.5,19,22419,,,,,
-59.5,19,22430,,,,,
-66.5,24,22440,,,,,
-63.4,25,22450,,,,,
-65.3,27,22461,,,,,
-50.9,18,22471,,,,,
-59,18,22482,,,,,
-59,18,22493,,,,,
-60.4,19,22503,,,,,
-73.5,29,22513,,,,,
-50.5,19,22524,,,,,
-59.5,19,22534,,,,,
-59.5,19,22544,,,,,
-70.7,27,22555,,,,,
-63.5,27,22565,,,,,
-66.3,29,22576,,,,,
-64.5,29,22586,,,,,
-61.7,27,22596,,,,,
-52.3,19,22607,,,,,
-58.1,18,22617,,,,,
-60.4,19,22628,,,,,
-58.1,18,22638,,,,,
-68.8,25,22649,,,,,
-52.7,18,22659,,,,,
-54.8,15,22669,,,,,
-57.5,15,22680,,,,,
-57.5,15,22691,,,,,
-57.5,15,22701,,,,,
-57.5,15,22712,,,,,
-61.7,18,22722,,,,,
-60.4,19,22733,,,,,
-59.5,19,22743,,,,,
-58.1,18,22753,,,,,
-56.2,16,22764,,,,,
-58,16,22774,,,,,
-58,16,22785,,,,,
-58,16,22796,,,,,
-59.4,17,22807,,,,,
-72.5,27,22817,,,,,
-57.9,23,22827,,,,,
-67.1,27,22838,,,,,
-48.1,16,22849,,,,,
-59.4,17,22859,,,,,
-73.9,28,22869,,,,,
-65.4,29,22879,,,,,
-63.1,28,22890,,,,,
-47.2,16,22900,,,,,
-58,16,22911,,,,,
-58,16,22921,,,,,
-58,16,22932,,,,,
-52.4,12,22943,,,,,
-56,12,22954,,,,,
-56,12,22965,,,,,
-56,12,22975,,,,,
-56,12,22986,,,,,
-71.4,23,22996,,,,,
-51.7,16,23006,,,,,
-58,16,23017,,,,,
-56.6,15,23027,,,,,
-57.5,15,23038,,,,,
-57.5,15,23049,,,,,
-53.3,12,23059,,,,,
-58.8,14,23070,,,,,
-62.6,18,23080,,,,,
-59,18,23090,,,,,
-59,18,23101,,,,,
-59,18,23111,,,,,
-59,18,23122,,,,,
-59,18,23132,,,,,
-57.6,17,23143,,,,,
-61.3,19,23153,,,,,
-58.1,18,23164,,,,,
-59,18,23174,,,,,
-59,18,23184,,,,,
-59,18,23195,,,,,
-59,18,23205,,,,,
-70.2,26,23215,,,,,
-51.8,18,23226,,,,,
-59,18,23236,,,,,
-60.4,19,23247,,,,,
-58.1,18,23257,,,,,
-59,18,23267,,,,,
-59,18,23278,,,,,
-68.8,25,23288,,,,,
-62.5,25,23298,,,,,
-48.5,15,23309,,,,,
-57.5,15,23319,,,,,
-57.5,15,23330,,,,,
-57.5,15,23341,,,,,
-61.7,18,23351,,,,,
-59,18,23362,,,,,
-59,18,23372,,,,,
-59,18,23383,,,,,
-59,18,23393,,,,,
-54.8,15,23404,,,,,
-56.1,14,23414,,,,,
-57,14,23424,,,,,
-58.4,15,23435,,,,,
-58.9,16,23446,,,,,
-58,16,23456,,,,,
-58,16,23466,,,,,
-58,16,23477,,,,,
-58,16,23488,,,,,
-58,16,23499,,,,,
-63.6,20,23509,,,,,
-60,20,23520,,,,,
-60,20,23530,,,,,
-60,20,23540,,,,,
-60,20,23551,,,,,
-58.6,19,23561,,,,,
-59.5,19,23572,,,,,
-59.5,19,23582,,,,,
-53.9,15,23593,,,,,
-57.5,15,23604,,,,,
-57.5,15,23615,,,,,
-57.5,15,23625,,,,,
-58.9,16,23648,,,,,
-56.6,15,23658,,,,,
-58.9,16,23668,,,,,
-58,16,23679,,,,,
-58,16,23689,,,,,
-58,16,23700,,,,,
-58,16,23711,,,,,
-58,16,23721,,,,,
-70.6,25,23731,,,,,
-52.7,18,23742,,,,,
-59,18,23752,,,,,
-59,18,23762,,,,,
-59,18,23773,,,,,
-59,18,23784,,,,,
-59,18,23794,,,,,
-54.8,15,23804,,,,,
-61.7,18,23815,,,,,
-60.4,19,23825,,,,,
-73.5,29,23836,,,,,
-67.3,31,23846,,,,,
-65.5,31,23856,,,,,
-65.5,31,23866,,,,,
-62.7,29,23876,,,,,
-65.9,30,23887,,,,,
-63.6,29,23897,,,,,
-64.5,29,23908,,,,,
-49.1,18,23918,,,,,
-59,18,23928,,,,,
-59,18,23939,,,,,
-59,18,23949,,,,,
-54.8,15,23960,,,,,
-64.5,20,23970,,,,,
-62.8,22,23980,,,,,
-66.6,26,23991,,,,,
-64.4,27,24001,,,,,
-60.7,25,24011,,,,,
-65.3,27,24021,,,,,
-63.5,27,24032,,,,,
-66.3,29,24042,,,,,
-61.7,27,24052,,,,,
-59.3,24,24063,,,,,
-49.4,15,24073,,,,,
-57.5,15,24084,,,,,
-58.9,16,24095,,,,,
-58,16,24105,,,,,
-58,16,24116,,,,,
-58,16,24126,,,,,
-56.6,15,24137,,,,,
-53.3,12,24147,,,,,
-56,12,24158,,,,,
-60.2,15,24168,,,,,
-58.9,16,24179,,,,,
-58,16,24189,,,,,
-58,16,24200,,,,,
-58,16,24210,,,,,
-56.6,15,24221,,,,,
-53.3,12,24232,,,,,
-56,12,24242,,,,,
-56,12,24253,,,,,
-56,12,24264,,,,,
-56,12,24274,,,,,
-67.2,20,24285,,,,,
-60,20,24295,,,,,
-60,20,24306,,,,,
-60,20,24317,,,,,
-60,20,24327,,,,,
-69.8,27,24338,,,,,
-50.9,18,24348,,,,,
-59,18,24359,,,,,
-59,18,24369,,,,,
-59,18,24380,,,,,
-60.4,19,24391,,,,,
-59.5,19,24401,,,,,
-67.9,25,24412,,,,,
-63.9,26,24422,,,,,
-67.2,29,24432,,,,,
-64.5,29,24443,,,,,
-49.1,18,24454,,,,,
-59,18,24464,,,,,
-60.4,19,24474,,,,,
-62.3,21,24485,,,,,
-60.5,21,24495,,,,,
-73.1,30,24505,,,,,
-48.2,18,24516,,,,,
-67.4,24,24526,,,,,
-49.4,15,24536,,,,,
-56.1,14,24547,,,,,
-57,14,24557,,,,,
-72.4,25,24568,,,,,
-62.5,25,24578,,,,,
-62.5,25,24589,,,,,
-63.9,26,24599,,,,,
-61.6,25,24609,,,,,
-52.7,18,24621,,,,,
-59,18,24632,,,,,
-57.6,17,24642,,,,,
-58.5,17,24653,,,,,
-55.7,15,24664,,,,,
-70.1,24,24674,,,,,
-49.4,15,24684,,,,,
-57.5,15,24695,,,,,
-57.5,15,24705,,,,,
-63.1,19,24716,,,,,
-59.5,19,24727,,,,,
-59.5,19,24738,,,,,
-59.5,19,24749,,,,,
-59.5,19,24760,,,,,
-59.5,19,24770,,,,,
-49.7,12,24781,,,,,
-56,12,24791,,,,,
-56,12,24802,,,,,
-56,12,24813,,,,,
-56,12,24823,,,,,
-56,12,24834,,,,,
-56,12,24844,,,,,
-56,12,24855,,,,,
-56,12,24866,,,,,
-56,12,24876,,,,,
-56,12,24887,,,,,
-56,12,24898,,,,,
-56,12,24908,,,,,
-56,12,24918,,,,,
-56,12,24929,,,,,
-56,12,24939,,,,,
-56,12,24950,,,,,
-50.4,8,24961,,,,,
-54,8,24972,,,,,
-65.2,16,24983,,,,,
-59.4,17,24993,,,,,
-58.5,17,25003,,,,,
-59.9,18,25014,,,,,
-59,18,25025,,,,,
-59,18,25035,,,,,
-59,18,25046,,,,,
-59,18,25056,,,,,
-59,18,25067,,,,,
-59,18,25077,,,,,
-56.2,16,25088,,,,,
-62.2,19,25098,,,,,
-58.1,18,25108,,,,,
-59,18,25119,,,,,
-59,18,25129,,,,,
-57.6,17,25140,,,,,
-58.5,17,25151,,,,,
-55.7,15,25161,,,,,
-56.1,14,25171,,,,,
-72.4,25,25182,,,,,
-48.5,15,25193,,,,,
-57.5,15,25203,,,,,
-57.5,15,25214,,,,,
-56.1,14,25224,,,,,
-58.4,15,25235,,,,,
-57.5,15,25246,,,,,
-64.5,20,25256,,,,,
-71.2,28,25266,,,,,
-64,28,25276,,,,,
-66.8,30,25287,,,,,
-49.6,19,25297,,,,,
-59.5,19,25308,,,,,
-48.3,11,25319,,,,,
190.8,17,25340,,,,,
-58.5,17,25350,,,,,
-58.5,17,25360,,,,,
-58.5,17,25371,,,,,
-58.5,17,25381,,,,,
-58.5,17,25392,,,,,
-52.9,13,25402,,,,,
-56.5,13,25413,,,,,
-56.5,13,25424,,,,,
-57.9,14,25434,,,,,
-57,14,25445,,,,,
-55.6,13,25456,,,,,
-57.9,14,25467,,,,,
-55.6,13,25477,,,,,
-59.3,15,25488,,,,,
-60.3,17,25498,,,,,
-58.5,17,25509,,,,,
-58.5,17,25519,,,,,
-58.5,17,25530,,,,,
-58.5,17,25541,,,,,
-57.1,16,25552,,,,,
-53.8,13,25562,,,,,
-56.5,13,25573,,,,,
-73.3,25,25584,,,,,
-48.5,15,25594,,,,,
-60.3,17,25605,,,,,
-58.5,17,25616,,,,,
-61.3,19,25626,,,,,
-59.5,19,25637,,,,,
-60.9,20,25647,,,,,
-62.8,22,25657,,,,,
-63.8,24,25668,,,,,
-63.4,25,25678,,,,,
-62.5,25,25688,,,,,
-65.3,27,25700,,,,,
-66.3,29,25711,,,,,
-63.1,28,25721,,,,,
-61.2,26,25732,,,,,
-49,16,25742,,,,,
-56.6,15,25752,,,,,
-63.1,19,25763,,,,,
-59.5,19,25773,,,,,
-59.5,19,25784,,,,,
-59.5,19,25795,,,,,
-60.9,20,25805,,,,,
-58.6,19,25816,,,,,
-59.5,19,25826,,,,,
-59.5,19,25837,,,,,
-67.9,25,25847,,,,,
-52.7,18,25857,,,,,
-59,18,25868,,,,,
-59,18,25878,,,,,
-59,18,25889,,,,,
-59,18,25900,,,,,
-59,18,25910,,,,,
-59,18,25921,,,,,
-59,18,25931,,,,,
-56.2,16,25941,,,,,
-58,16,25952,,,,,
-56.6,15,25962,,,,,
-57.5,15,25972,,,,,
-58.9,16,25983,,,,,
-69.2,24,25994,,,,,
-60.6,23,26004,,,,,
-61.5,23,26014,,,,,
-61.5,23,26025,,,,,
-51.7,16,26036,,,,,
-58,16,26046,,,,,
-58,16,26057,,,,,
-73.4,27,26067,,,,,
-56.5,22,26077,,,,,
-62.4,23,26088,,,,,
-60.1,22,26098,,,,,
-61,22,26109,,,,,
-61,22,26119,,,,,
-52.6,16,26130,,,,,
-73.4,27,26140,,,,,
-63.5,27,26150,,,,,
-57.9,23,26161,,,,,
-51.7,16,26171,,,,,
-52.4,12,26182,,,,,
-60.2,15,26193,,,,,
-58.9,16,26203,,,,,
-58,16,26214,,,,,
-56.6,15,26225,,,,,
-57.5,15,26236,,,,,
-57.5,15,26246,,,,,
-53.3,12,26257,,,,,
-63,17,26267,,,,,
-68.3,24,26277,,,,,
-63.4,25,26288,,,,,
-68.1,29,26298,,,,,
-64.5,29,26308,,,,,
-58.9,25,26319,,,,,
-47.1,14,26329,,,,,
-57,14,26339,,,,,
-57,14,26350,,,,,
-57,14,26360,,,,,
-57,14,26372,,,,,
-57,14,26383,,,,,
-62.6,18,26394,,,,,
-60.4,19,26404,,,,,
-59.5,19,26415,,,,,
-58.1,18,26425,,,,,
-57.6,17,26435,,,,,
-54.3,14,26446,,,,,
-57,14,26457,,,,,
-61.2,17,26467,,,,,
-59.9,18,26478,,,,,
-59,18,26488,,,,,
-59,18,26499,,,,,
-59,18,26509,,,,,
-59,18,26520,,,,,
-54.8,15,26530,,,,,
-64.5,20,26540,,,,,
-67,25,26551,,,,,
-65.3,27,26561,,,,,
-63.5,27,26571,,,,,
-64.9,28,26581,,,,,
-61.2,26,26592,,,,,
-63,26,26602,,,,,
-61.6,25,26612,,,,,
-62.5,25,26623,,,,,
-59.7,23,26633,,,,,
-51.7,16,26644,,,,,
-56.6,15,26655,,,,,
-57.5,15,26666,,,,,
-57.5,15,26676,,,,,
-53.3,12,26687,,,,,
-61.6,16,26697,,,,,
-67.8,23,26708,,,,,
-64.3,25,26718,,,,,
-63.9,26,26729,,,,,
-63,26,26739,,,,,
-49,16,26750,,,,,
-58,16,26760,,,,,
-58,16,26771,,,,,
-58,16,26782,,,,,
-58,16,26792,,,,,
-69.2,24,26802,,,,,
-50.8,16,26812,,,,,
-60.8,18,26823,,,,,
-59,18,26833,,,,,
-63.2,21,26843,,,,,
-64.7,24,26854,,,,,
-57.8,21,26864,,,,,
-47.9,12,26874,,,,,
-56,12,26885,,,,,
-56,12,26896,,,,,
-56,12,26906,,,,,
-57.4,13,26918,,,,,
-64.9,19,26929,,,,,
-67.9,25,26939,,,,,
-54.1,19,26949,,,,,
-59.5,19,26960,,,,,
-58.1,18,26970,,,,,
-59,18,26981,,,,,
-53.4,14,26991,,,,,
-58.4,15,27002,,,,,
-61.7,18,27012,,,,,
-60.4,19,27022,,,,,
-58.1,18,27033,,,,,
-60.4,19,27043,,,,,
-63.7,22,27054,,,,,
-62.4,23,27064,,,,,
-64.3,25,27074,,,,,
-59.7,23,27085,,,,,
-61.5,23,27095,,,,,
-60.1,22,27105,,,,,
-51.2,15,27116,,,,,
-72.9,26,27126,,,,,
-63,26,27136,,,,,
-53.2,19,27147,,,,,
-59.5,19,27157,,,,,
-58.1,18,27168,,,,,
-67.4,24,27178,,,,,
-63.4,25,27189,,,,,
-61.1,24,27200,,,,,
-63.4,25,27210,,,,,
-63.9,26,27220,,,,,
-64.4,27,27230,,,,,
-63.5,27,27241,,,,,
-62.1,26,27251,,,,,
-50.4,17,27261,,,,,
-58.5,17,27272,,,,,
-58.5,17,27282,,,,,
-64.1,21,27292,,,,,
-53.5,16,27303,,,,,
-58,16,27313,,,,,
-58,16,27324,,,,,
-58,16,27334,,,,,
-73.4,27,27345,,,,,
-63.5,27,27355,,,,,
-48.1,16,27366,,,,,
-58,16,27377,,,,,
-58,16,27387,,,,,
-58,16,27398,,,,,
-58,16,27409,,,,,
-58,16,27419,,,,,
-58,16,27430,,,,,
-58,16,27440,,,,,
-58,16,27451,,,,,
-58,16,27462,,,,,
-58,16,27472,,,,,
-58,16,27483,,,,,
-58,16,27494,,,,,
-58,16,27504,,,,,
-58,16,27515,,,,,
-58,16,27525,,,,,
-58,16,27536,,,,,
-56.6,15,27547,,,,,
-68.7,23,27557,,,,,
-55.9,19,27567,,,,,
-58.1,18,27577,,,,,
-59,18,27588,,,,,
-59,18,27598,,,,,
-57.6,17,27609,,,,,
-50.1,11,27619,,,,,
-65.3,18,27630,,,,,
-63.2,21,27640,,,,,
-61.9,22,27650,,,,,
-55.4,18,27660,,,,,
-59,18,27670,,,,,
-59,18,27681,,,,,
-59,18,27692,,,,,
-59,18,27702,,,,,
-63.2,21,27713,,,,,
-60.5,21,27723,,,,,
-56.3,18,27733,,,,,
-59,18,27744,,,,,
-59,18,27754,,,,,
-59,18,27764,,,,,
-59,18,27775,,,,,
-60.4,19,27786,,,,,
-72.1,28,27796,,,,,
-52.8,20,27807,,,,,
-58.6,19,27817,,,,,
-58.1,18,27827,,,,,
-59,18,27838,,,,,
-54.8,15,27848,,,,,
-57.5,15,27859,,,,,
-57.5,15,27870,,,,,
-57.5,15,27880,,,,,
-53.3,12,27891,,,,,
-56,12,27901,,,,,
-56,12,27912,,,,,
-56,12,27923,,,,,
-56,12,27933,,,,,
-61.6,16,27944,,,,,
-58,16,27954,,,,,
-58,16,27965,,,,,
-58,16,27975,,,,,
-58,16,27986,,,,,
-58,16,27997,,,,,
-52.4,12,28007,,,,,
-56,12,28018,,,,,
-56,12,28028,,,,,
-56,12,28039,,,,,
-56,12,28050,,,,,
-56,12,28060,,,,,
-61.6,16,28071,,,,,
-58,16,28081,,,,,
-58,16,28092,,,,,
-58,16,28103,,,,,
-58,16,28113,,,,,
-72,26,28123,,,,,
-63,26,28133,,,,,
-61.6,25,28144,,,,,
-62.5,25,28154,,,,,
-49.9,16,28165,,,,,
-58,16,28176,,,,,
-58,16,28187,,,,,
-58,16,28197,,,,,
-56.6,15,28208,,,,,
-71.5,25,28218,,,,,
-49.9,16,28228,,,,,
-72,26,28238,,,,,
-63,26,28249,,,,,
-61.6,25,28259,,,,,
-48.5,15,28270,,,,,
-71.5,25,28280,,,,,
-62.5,25,28291,,,,,
-52.7,18,28301,,,,,
-59,18,28312,,,,,
-59,18,28322,,,,,
-59,18,28332,,,,,
-59,18,28343,,,,,
-70.2,26,28353,,,,,
-64.4,27,28363,,,,,
-63.5,27,28374,,,,,
-63.5,27,28384,,,,,
-60.7,25,28394,,,,,
-47.1,14,28405,,,,,
-57,14,28415,,,,,
-57,14,28426,,,,,
-57,14,28436,,,,,
-59.8,16,28447,,,,,
-58,16,28457,,,,,
-55.2,14,28468,,,,,
-57,14,28478,,,,,
-57,14,28489,,,,,
-58.4,15,28500,,,,,
-57.5,15,28510,,,,,
-58.9,16,28521,,,,,
-69.2,24,28531,,,,,
-50.8,16,28542,,,,,
-58,16,28552,,,,,
-58,16,28563,,,,,
-58,16,28574,,,,,
-73.4,27,28585,,,,,
-48.1,16,28595,,,,,
-69.2,24,28606,,,,,
-50.8,16,28617,,,,,
-58,16,28627,,,,,
-52.4,12,28638,,,,,
-57.4,13,28648,,,,,
-60.7,16,28658,,,,,
-58,16,28686,,,,,
-62.2,19,28696,,,,,
-55.3,16,28707,,,,,
-58,16,28717,,,,,
-56.6,15,28728,,,,,
-58.9,16,28739,,,,,
-58,16,28749,,,,,
-56.6,15,28760,,,,,
-57.5,15,28770,,,,,
-57.5,15,28781,,,,,
-68.7,23,28791,,,,,
-61.5,23,28802,,,,,
-51.7,16,28812,,,,,
-69.2,24,28824,,,,,
-66.2,27,28835,,,,,
-63.5,27,28845,,,,,
195.9,14,28866,,,,,
-57,14,28877,,,,,
-62.6,18,28888,,,,,
-59,18,28898,,,,,
-59,18,28909,,,,,
-59,18,28920,,,,,
-59,18,28930,,,,,
-57.6,17,28941,,,,,
-55.7,15,28951,,,,,
-68.7,23,28962,,,,,
-60.1,22,28972,,,,,
-61,22,28982,,,,,
-61,22,28993,,,,,
-59.6,21,29004,,,,,
-56.3,18,29014,,,,,
-59,18,29025,,,,,
-59,18,29035,,,,,
-59,18,29046,,,,,
-59,18,29056,,,,,
-59,18,29067,,,,,
-59,18,29077,,,,,
-61.8,20,29088,,,,,
-67,25,29098,,,,,
-48.5,15,29108,,,,,
-56.1,14,29118,,,,,
-52.8,11,29129,,,,,
-55.5,11,29140,,,,,
-55.5,11,29150,,,,,
-61.1,15,29161,,,,,
-60.3,17,29171,,,,,
-55.7,15,29182,,,,,
-57.5,15,29192,,,,,
-57.5,15,29203,,,,,
-57.5,15,29213,,,,,
-53.3,12,29224,,,,,
-56,12,29234,,,,,
-56,12,29245,,,,,
-56,12,29256,,,,,
-56,12,29266,,,,,
-56,12,29277,,,,,
-56,12,29287,,,,,
-56,12,29298,,,,,
-60.2,15,29309,,,,,
-57.5,15,29319,,,,,
-58.9,16,29330,,,,,
-58,16,29340,,,,,
-56.6,15,29351,,,,,
-57.5,15,29362,,,,,
-53.3,12,29372,,,,,
-56,12,29383,,,,,
-56,12,29393,,,,,
-57.4,13,29404,,,,,
-70.5,23,29414,,,,,
-61.5,23,29424,,,,,
-62.9,24,29435,,,,,
-63.4,25,29445,,,,,
-51.3,17,29456,,,,,
-58.5,17,29467,,,,,
-57.1,16,29477,,,,,
-58,16,29488,,,,,
-58,16,29499,,,,,
-58,16,29509,,,,,
-58,16,29520,,,,,
-58,16,29530,,,,,
-73.4,27,29540,,,,,
-48.1,16,29551,,,,,
-70.6,25,29561,,,,,
-49.9,16,29572,,,,,
-58,16,29582,,,,,
-58,16,29593,,,,,
-72,26,29603,,,,,
-49,16,29613,,,,,
-58,16,29624,,,,,
-52.4,12,29634,,,,,
-56,12,29645,,,,,
-56,12,29656,,,,,
-71.4,23,29668,,,,,
-57.3,20,29679,,,,,
-60,20,29689,,,,,
-60,20,29700,,,,,
-58.6,19,29710,,,,,
-55.3,16,29720,,,,,
-58,16,29731,,,,,
-72,26,29742,,,,,
-64.4,27,29752,,,,,
-66.3,29,29762,,,,,
-61.7,27,29772,,,,,
-53.7,20,29783,,,,,
-68.4,26,29793,,,,,
-64.4,27,29803,,,,,
-63.5,27,29814,,,,,
-63.5,27,29824,,,,,
-48.1,16,29834,,,,,
-53.8,13,29845,,,,,
-63.5,18,29856,,,,,
-57.6,17,29866,,,,,
-58.5,17,29877,,,,,
-58.5,17,29888,,,,,
-58.5,17,29898,,,,,
-57.1,16,29909,,,,,
-53.8,13,29919,,,,,
-56.5,13,29930,,,,,
-56.5,13,29941,,,,,
-55.1,12,29951,,,,,
-56,12,29962,,,,,
-56,12,29973,,,,,
-56,12,29983,,,,,
-56,12,29994,,,,,
-56,12,30005,,,,,
-56,12,30015,,,,,
-56,12,30026,,,,,
-57.4,13,30036,,,,,
-71.9,24,30047,,,,,
-50.8,16,30057,,,,,
-58,16,30068,,,,,
-58,16,30078,,,,,
-58,16,30089,,,,,
-58,16,30100,,,,,
-60.8,18,30110,,,,,
-60.4,19,30121,,,,,
-58.1,18,30131,,,,,
-59,18,30142,,,,,
-54.8,15,30152,,,,,
-56.1,14,30163,,,,,
-62.6,18,30173,,,,,
-59,18,30184,,,,,
-59,18,30194,,,,,
-59,18,30204,,,,,
-57.6,17,30215,,,,,
-58.5,17,30225,,,,,
-55.7,15,30236,,,,,
-57.5,15,30246,,,,,
-57.5,15,30256,,,,,
-56.1,14,30267,,,,,
-57,14,30277,,,,,
-62.6,18,30288,,,,,
-59,18,30298,,,,,
-60.4,19,30309,,,,,
-73.5,29,30319,,,,,
-58.9,25,30329,,,,,
-49.9,16,30340,,,,,
-55.2,14,30350,,,,,
-57,14,30360,,,,,
-61.2,17,30371,,,,,
-59.9,18,30381,,,,,
-61.8,20,30392,,,,,
-60,20,30402,,,,,
-58.6,19,30413,,,,,
-58.1,18,30423,,,,,
-54.8,15,30433,,,,,
-57.5,15,30444,,,,,
-54.7,13,30454,,,,,
-55.1,12,30465,,,,,
-56,12,30476,,,,,
-56,12,30487,,,,,
-56,12,30498,,,,,
-56,12,30508,,,,,
-56,12,30519,,,,,
-56,12,30529,,,,,
-56,12,30540,,,,,
-70,22,30550,,,,,
-62.4,23,30560,,,,,
-61.5,23,30571,,,,,
-46.1,12,30581,,,,,
-56,12,30592,,,,,
-61.6,16,30603,,,,,
198.5,16,30624,,,,,
-56.6,15,30635,,,,,
-57.5,15,30645,,,,,
-53.3,12,30656,,,,,
-56,12,30667,,,,,
-57.4,13,30678,,,,,
-59.3,15,30689,,,,,
-58.9,16,30700,,,,,
-58,16,30710,,,,,
-56.6,15,30721,,,,,
-58.9,16,30732,,,,,
-58,16,30743,,,,,
-58,16,30753,,,,,
-58,16,30763,,,,,
-59.4,17,30774,,,,,
-57.1,16,30784,,,,,
-58,16,30795,,,,,
-56.6,15,30805,,,,,
-57.5,15,30815,,,,,
-60.3,17,30826,,,,,
-59.9,18,30836,,,,,
-59,18,30846,,,,,
-60.4,19,30857,,,,,
-59.5,19,30867,,,,,
-58.1,18,30877,,,,,
-71.6,27,30888,,,,,
-64.9,28,30898,,,,,
-62.6,27,30908,,,,,
-63.5,27,30918,,,,,
-63.5,27,30929,,,,,
-63.5,27,30939,,,,,
-62.1,26,30949,,,,,
-64.4,27,30960,,,,,
-62.1,26,30970,,,,,
-63,26,30980,,,,,
-63,26,30990,,,,,
-61.6,25,31000,,,,,
-54.1,19,31011,,,,,
-65.1,23,31021,,,,,
-55.9,19,31031,,,,,
-58.1,18,31042,,,,,
-54.8,15,31052,,,,,
-56.1,14,31063,,,,,
